Date,"Michael Jackson","Lady Gaga","Eminem","Justin Bieber","Freddie Mercury","Lil Wayne"
2015-07-01,19972,8465,23193,11212,49040,14055
2015-07-02,19225,8209,37222,11419,29783,13463
2015-07-03,18813,7855,26665,10973,23307,13176
2015-07-04,19003,8037,21772,10816,19240,32271
2015-07-05,19765,8879,21131,10737,17166,30900
2015-07-06,20621,8187,21407,11675,16976,30294
2015-07-07,19211,8292,20295,14246,14929,25253
2015-07-08,21783,8627,19430,13780,18793,25403
2015-07-09,19010,8845,19640,12273,15340,23073
2015-07-10,19506,9079,20128,11331,16235,23376
2015-07-11,19027,8729,20648,11342,21364,21447
2015-07-12,19796,9461,20161,11530,18439,18354
2015-07-13,19183,9869,21423,11407,17003,18630
2015-07-14,18438,9749,20860,12439,14321,19795
2015-07-15,17751,8998,21813,13836,11839,15582
2015-07-16,18671,8267,20711,12025,11626,23195
2015-07-17,17524,7901,20138,12833,11843,24902
2015-07-18,20815,8455,21482,11392,12815,18873
2015-07-19,18342,9390,20072,11583,13581,16363
2015-07-20,17705,9775,20947,11252,11826,15352
2015-07-21,17420,8674,26176,10876,11280,15971
2015-07-22,17033,9335,22903,11401,10468,17808
2015-07-23,18055,9024,24915,10721,10565,15778
2015-07-24,19981,8767,30395,10808,11892,15207
2015-07-25,20547,9632,30039,10205,13957,13654
2015-07-26,20685,11708,24464,10645,13739,14094
2015-07-27,24974,10944,22467,10789,13808,16019
2015-07-28,19863,14214,20979,10860,10872,15245
2015-07-29,23499,10015,22875,12542,10324,17609
2015-07-30,18426,11356,23958,11485,10568,15299
2015-07-31,17691,8760,23042,11193,11234,14957
2015-08-01,22353,9951,23111,11046,52029,13554
2015-08-02,19363,10980,24622,11066,32608,12844
2015-08-03,16706,9369,26170,10771,15874,11978
2015-08-04,17747,9324,28847,11434,12053,13575
2015-08-05,19013,8726,21901,10854,11409,13252
2015-08-06,18878,8179,22091,10963,10277,17019
2015-08-07,18611,8649,25619,11081,10862,13416
2015-08-08,20011,9053,25874,10785,14126,13049
2015-08-09,21661,8894,40460,11768,12077,13615
2015-08-10,19022,8761,22808,10486,10128,13002
2015-08-11,17699,8550,23999,10577,9967,12734
2015-08-12,18370,8122,23972,11099,9519,12732
2015-08-13,20790,10123,24339,11098,10045,14376
2015-08-14,19997,9592,26793,11276,12246,12534
2015-08-15,18580,9351,27397,11078,13109,12700
2015-08-16,19968,9662,29114,11495,13720,12487
2015-08-17,19496,9212,32429,11106,10995,12676
2015-08-18,19013,9096,31700,11065,10923,12503
2015-08-19,18180,9193,28812,10884,11166,11749
2015-08-20,20772,9957,26801,10714,11896,12679
2015-08-21,17966,10026,26519,11054,10884,12114
2015-08-22,21005,9079,28458,11501,11172,11777
2015-08-23,20604,10680,28111,13454,12261,12320
2015-08-24,18860,9467,27730,12386,10872,14376
2015-08-25,19016,9181,25341,13784,11194,13678
2015-08-26,20080,8724,24413,13003,10305,12545
2015-08-27,19446,8971,23128,17724,15483,12664
2015-08-28,22393,8798,24621,27694,11972,12884
2015-08-29,60176,8511,26650,26888,13938,13126
2015-08-30,43844,9281,28526,22613,16604,12556
2015-08-31,23811,10265,27682,65619,14381,12701
2015-09-01,20839,9052,24793,33319,11897,11981
2015-09-02,17910,7890,23428,26954,11254,12052
2015-09-03,18072,7960,23962,37510,11042,11534
2015-09-04,18189,7838,24875,32752,27003,11633
2015-09-05,19154,8207,26421,28366,52381,11685
2015-09-06,19619,8528,27107,25213,34132,11890
2015-09-07,19408,8368,26518,22387,21147,12106
2015-09-08,19968,8050,24757,21319,15323,11128
2015-09-09,17156,7568,23061,21869,18464,11228
2015-09-10,17581,8363,24343,25339,14207,11320
2015-09-11,17543,9072,23751,21943,14253,10736
2015-09-12,19752,9008,24273,22632,15151,10612
2015-09-13,19612,9099,25447,21638,13715,10736
2015-09-14,17058,7990,23731,19530,13172,10664
2015-09-15,16651,8285,21804,18953,17817,12540
2015-09-16,17701,8183,21309,17884,18637,11454
2015-09-17,17652,8054,21487,17194,14198,10872
2015-09-18,18934,12684,21976,17166,13838,10378
2015-09-19,18233,15032,22369,17944,18413,10991
2015-09-20,20353,14692,24337,18047,14477,11042
2015-09-21,18506,21964,20615,15697,12215,11735
2015-09-22,17947,13040,20670,15929,15124,11539
2015-09-23,17761,12332,21234,16457,13845,11423
2015-09-24,19137,10574,23152,15506,13104,13053
2015-09-25,17998,9778,22764,16365,11825,12402
2015-09-26,18147,10766,20365,16279,12224,12080
2015-09-27,18936,10636,20110,17403,11972,15573
2015-09-28,17662,9311,19227,17557,10396,13492
2015-09-29,20680,9861,19075,26039,10046,11298
2015-09-30,20901,11524,19632,18642,10196,12276
2015-10-01,18743,9900,19305,15771,10501,10897
2015-10-02,20462,10864,21105,17252,10966,11369
2015-10-03,21823,11162,20773,17853,10977,10954
2015-10-04,19825,13304,23140,17103,10223,11172
2015-10-05,18323,14579,21874,15343,9213,11210
2015-10-06,17885,13469,20702,15445,9106,11230
2015-10-07,19617,25800,19905,17937,8962,11575
2015-10-08,19086,38024,26355,23174,10399,12011
2015-10-09,18079,22960,24788,26716,10930,12140
2015-10-10,22056,18334,20681,25012,11582,12102
2015-10-11,27314,16280,20241,22164,11359,11383
2015-10-12,18860,15613,20191,19369,10861,13425
2015-10-13,19373,14822,20151,17537,9475,12351
2015-10-14,17611,13372,19271,16297,9554,12073
2015-10-15,18780,28241,20496,15775,9898,11660
2015-10-16,18322,19694,23126,19384,10666,12099
2015-10-17,20784,17192,44270,18820,10760,11582
2015-10-18,19546,16097,32623,19463,10527,11516
2015-10-19,19774,14138,22986,17820,9556,11295
2015-10-20,19273,13676,21372,17293,9325,11155
2015-10-21,19270,15142,20869,16198,9136,11437
2015-10-22,21879,17457,20233,20242,9617,11798
2015-10-23,24967,15790,20318,32608,10296,12971
2015-10-24,22425,18623,19297,26332,11417,11757
2015-10-25,21668,14413,19868,27952,14023,11480
2015-10-26,20179,12489,19463,27909,14501,11557
2015-10-27,19905,11195,19912,23224,10404,12557
2015-10-28,21166,14847,19608,21930,11269,12427
2015-10-29,21870,17287,22212,22724,15479,11399
2015-10-30,22392,13526,21745,32565,14665,10901
2015-10-31,23938,11743,18624,25552,16448,10140
2015-11-01,22599,11894,18419,24503,14299,10681
2015-11-02,21109,17911,18622,26012,11429,11922
2015-11-03,20338,31398,19366,28646,16815,11900
2015-11-04,21037,22256,19849,25441,10678,14897
2015-11-05,19639,19363,19810,24558,10794,12951
2015-11-06,19078,14404,20057,31728,11338,12974
2015-11-07,21178,13850,29634,27589,12170,13052
2015-11-08,21930,13921,27437,25466,11473,11687
2015-11-09,19800,12594,21363,28108,10356,13403
2015-11-10,19249,11104,23585,31076,11979,12625
2015-11-11,22741,11799,25801,33122,12688,13006
2015-11-12,20922,15198,20874,37140,15329,12775
2015-11-13,19922,12676,18985,52646,14705,12677
2015-11-14,20922,10692,17229,44885,14143,11382
2015-11-15,19908,12174,20121,42163,11467,11325
2015-11-16,17857,12407,19850,40017,10117,11115
2015-11-17,18311,16879,145507,39877,14323,11420
2015-11-18,17917,16715,81345,42983,14825,11892
2015-11-19,18319,23518,20987,42407,14687,11617
2015-11-20,19780,20092,20139,43256,13397,11688
2015-11-21,18836,17219,19681,45905,14224,11308
2015-11-22,19230,14724,19109,45820,13575,10970
2015-11-23,18502,14423,19100,64134,12993,11644
2015-11-24,18081,17688,18367,45012,34997,12957
2015-11-25,18688,18983,18481,42019,24281,11235
2015-11-26,19617,15817,18178,37801,14991,12919
2015-11-27,18119,12706,16741,35145,21883,38533
2015-11-28,20460,15095,22849,38152,21795,25164
2015-11-29,21879,13702,24838,36994,16288,21539
2015-11-30,22922,13381,19445,33759,13446,22799
2015-12-01,19355,14816,20431,31632,14226,24736
2015-12-02,19344,14161,21343,31232,13606,23448
2015-12-03,22119,17223,19480,29222,12104,21454
2015-12-04,25306,15868,19749,29613,12980,19694
2015-12-05,20485,15830,19745,31274,12128,17847
2015-12-06,21566,15127,29508,33939,11331,16459
2015-12-07,20187,29281,21928,32103,10706,16003
2015-12-08,20476,16429,20849,30837,19450,15353
2015-12-09,19068,14780,20182,32408,14377,14477
2015-12-10,19161,22549,337056,30098,15678,14127
2015-12-11,19756,19731,64386,29887,12649,14309
2015-12-12,19147,28483,28421,29912,18633,13816
2015-12-13,20257,21708,21409,32580,23829,13168
2015-12-14,19393,18908,18854,33825,12854,13183
2015-12-15,18702,15695,18220,31999,11123,12664
2015-12-16,19248,14276,18334,44028,11278,13195
2015-12-17,20312,16633,18916,33050,12215,13663
2015-12-18,19284,17408,17836,28587,17217,12555
2015-12-19,18456,18349,22741,32878,15361,11818
2015-12-20,19120,17136,21593,31170,12731,12627
2015-12-21,17895,13552,18543,30723,13889,11962
2015-12-22,18399,13210,18965,29434,11746,11746
2015-12-23,17379,14258,19181,29626,13206,12183
2015-12-24,17915,12803,17776,28356,12433,12072
2015-12-25,19184,10314,15663,32300,14302,9877
2015-12-26,18527,11301,16627,29592,12871,12077
2015-12-27,17472,11427,18368,30042,11705,11264
2015-12-28,17673,12058,19498,30882,11813,10525
2015-12-29,17247,12082,19102,32714,10565,11651
2015-12-30,19435,12245,22914,32269,10708,11857
2015-12-31,20907,12067,24212,32931,15542,11671
2016-01-01,18601,14276,17720,35641,18706,11642
2016-01-02,20165,16554,20460,33734,14848,12451
2016-01-03,18885,12032,25666,34404,14491,11613
2016-01-04,17157,10307,23580,41510,13965,11568
2016-01-05,17553,10894,19090,32109,14280,12299
2016-01-06,19023,13085,22811,29483,15418,12389
2016-01-07,19479,18497,24171,29757,13518,11221
2016-01-08,19881,16920,20524,30314,14666,12186
2016-01-09,26893,25350,20422,33461,16345,11068
2016-01-10,24520,19279,20195,31392,15431,10658
2016-01-11,23318,143300,19237,28433,50312,9926
2016-01-12,21904,44663,18949,27244,51983,9847
2016-01-13,21386,27810,18593,26396,31219,10343
2016-01-14,22151,26499,19204,27068,23856,9802
2016-01-15,21756,20517,20617,31617,20282,10441
2016-01-16,20322,17562,21184,31891,23128,10143
2016-01-17,21798,17230,21505,30545,21806,10293
2016-01-18,20947,15674,20875,30666,16753,10967
2016-01-19,21759,14328,20584,27965,14246,10979
2016-01-20,23920,15684,24492,28048,15557,10598
2016-01-21,20123,13735,35593,25456,15360,10300
2016-01-22,19954,13903,41850,25839,14973,10957
2016-01-23,20139,14027,25635,30755,16421,10605
2016-01-24,21271,14864,25795,29575,16665,10123
2016-01-25,19420,13551,23311,27662,13271,9392
2016-01-26,20235,11652,22153,25393,12430,10181
2016-01-27,25194,11665,21750,24980,11587,10097
2016-01-28,30997,10773,22385,24579,12612,9751
2016-01-29,28685,11103,22433,24508,12239,10620
2016-01-30,25230,12014,22199,26435,16511,11172
2016-01-31,24757,11423,22876,28372,14442,12450
2016-02-01,22711,9762,21389,26072,11924,11062
2016-02-02,21252,13107,19612,23954,11005,10748
2016-02-03,21346,24023,20057,24163,12158,11310
2016-02-04,22132,14836,20074,23784,11487,11054
2016-02-05,28811,13005,20073,25101,12259,12111
2016-02-06,40816,18100,30072,24377,13000,10175
2016-02-07,32214,122569,25882,24414,18974,11487
2016-02-08,40907,187401,21264,22633,15659,12081
2016-02-09,38385,70417,20668,23202,12263,10437
2016-02-10,29216,37280,20193,23124,11880,9990
2016-02-11,27831,26568,20489,24393,11768,11711
2016-02-12,23339,21378,20013,23274,12192,11540
2016-02-13,25135,20481,19979,25174,14333,12199
2016-02-14,27001,24741,19260,24178,15911,10909
2016-02-15,25195,20039,28292,25194,12351,11286
2016-02-16,32750,105746,26235,90447,12291,13399
2016-02-17,29394,28842,22123,40108,11329,13400
2016-02-18,25837,18968,21017,30950,13880,11841
2016-02-19,25803,18550,21974,32048,16020,11261
2016-02-20,24560,18864,23722,28885,17916,11519
2016-02-21,28363,19034,37454,28609,17373,9912
2016-02-22,25380,16514,29146,26353,13656,10127
2016-02-23,25528,13002,24074,22593,13121,10545
2016-02-24,25635,12145,23932,41136,13578,10091
2016-02-25,25680,13304,26290,30332,12723,11823
2016-02-26,24387,13129,22352,31056,13157,12093
2016-02-27,25386,12064,25355,27364,14011,11368
2016-02-28,25575,15646,27753,29206,14639,11328
2016-02-29,23392,215100,22868,29609,11100,11485
2016-03-01,22108,54837,22413,59717,10852,10759
2016-03-02,22370,31449,21082,37824,10595,12609
2016-03-03,24636,23254,20319,24575,11466,13938
2016-03-04,22427,17173,21034,22999,11702,16031
2016-03-05,24244,17357,23936,24128,12495,13756
2016-03-06,22783,17136,23857,24871,12400,13756
2016-03-07,20968,18639,21238,23022,11053,13558
2016-03-08,21733,13462,20491,21185,10230,12121
2016-03-09,21069,11456,19484,20858,17868,11199
2016-03-10,20894,10601,19312,23436,20985,11485
2016-03-11,26301,9938,20715,23506,14751,12380
2016-03-12,21938,9753,20973,23898,14200,12794
2016-03-13,27168,10381,21846,24477,13463,13727
2016-03-14,24757,9608,21371,22827,12163,12950
2016-03-15,28738,9277,19739,21423,12216,11653
2016-03-16,22817,8922,19330,20056,10587,12213
2016-03-17,21046,8472,19956,19928,10011,12687
2016-03-18,20591,8458,22805,19308,12571,12934
2016-03-19,35010,8863,20053,19219,13227,12114
2016-03-20,32008,9275,20192,20898,12444,13892
2016-03-21,23886,10374,18941,21362,10480,11652
2016-03-22,21229,8703,17547,19822,11365,14430
2016-03-23,19989,8257,18326,19747,11327,15597
2016-03-24,20200,8057,18261,20304,10828,13819
2016-03-25,21290,8718,18887,20610,13457,13885
2016-03-26,21131,8850,19019,20062,15345,14055
2016-03-27,39135,12631,18962,22095,15764,13152
2016-03-28,21250,36078,64695,20318,12550,12012
2016-03-29,20484,17767,17662,18914,10222,13542
2016-03-30,19853,13180,17547,18721,9753,12488
2016-03-31,19749,9209,17545,18781,10030,15419
2016-04-01,19905,8188,17818,19110,13637,12938
2016-04-02,19449,9917,21420,18701,13504,11111
2016-04-03,22570,12760,18917,21732,12747,11200
2016-04-04,21748,12177,17273,23973,10258,10929
2016-04-05,19517,9117,18748,19593,10082,12957
2016-04-06,29326,8284,23351,18372,10045,10749
2016-04-07,31453,8264,18772,18441,10650,10668
2016-04-08,25459,8989,19142,19521,11520,10661
2016-04-09,21070,9122,19112,20265,12822,10418
2016-04-10,22177,8953,18694,20190,13504,11461
2016-04-11,22263,8659,18269,18527,13286,11219
2016-04-12,25870,7703,17847,18238,11890,11546
2016-04-13,24318,7144,18040,18568,10813,10881
2016-04-14,21352,7264,18583,18099,10206,10186
2016-04-15,21115,6994,20307,17291,10957,10515
2016-04-16,20567,7239,16795,16799,12050,10936
2016-04-17,21608,7464,17177,17290,12097,11774
2016-04-18,20523,7563,18037,17152,12850,11653
2016-04-19,22337,7111,17663,16719,30605,12694
2016-04-20,19830,8006,17518,16546,32138,10175
2016-04-21,123433,7538,18347,17000,31819,10640
2016-04-22,133939,7582,19822,18460,32402,12997
2016-04-23,73699,7932,20179,17474,25019,14918
2016-04-24,55898,8597,22572,17451,20660,13115
2016-04-25,43543,7768,24260,16911,15872,13271
2016-04-26,35675,7597,19255,16976,17387,11940
2016-04-27,30919,7929,18624,19236,13535,12328
2016-04-28,29769,7622,18856,18292,13187,11838
2016-04-29,26816,7181,19465,16819,13484,15528
2016-04-30,25861,8305,24025,16803,13485,10824
2016-05-01,26268,8683,19873,18522,13360,10989
2016-05-02,24606,8082,18074,20313,11307,11909
2016-05-03,24566,9961,17897,18210,10579,12962
2016-05-04,27023,8725,20622,16459,10413,10746
2016-05-05,34403,7767,22250,17481,11380,10616
2016-05-06,24345,8299,19951,18450,11588,9692
2016-05-07,22538,8567,17361,18325,12392,9527
2016-05-08,22052,8232,17035,18676,11452,9547
2016-05-09,22443,8843,17521,19899,10693,9942
2016-05-10,21273,8355,17334,18821,10018,9286
2016-05-11,20829,8150,17025,19921,9964,8826
2016-05-12,20483,7473,17246,18728,10654,9133
2016-05-13,19970,8867,17474,19077,12075,9212
2016-05-14,19181,8271,16241,18438,19196,9055
2016-05-15,21300,9089,16754,17457,13136,9694
2016-05-16,21797,7787,18552,16992,11173,10249
2016-05-17,22038,7986,18023,17185,10165,9444
2016-05-18,21261,7850,17162,16368,9587,9450
2016-05-19,22606,7514,17974,16608,10308,9594
2016-05-20,20922,7413,18777,16135,14979,9581
2016-05-21,19562,7334,17533,15710,13742,9264
2016-05-22,27718,8186,17849,16001,12393,10552
2016-05-23,22305,8238,19254,28240,12239,11418
2016-05-24,24155,7513,20674,17727,10597,10571
2016-05-25,24438,7098,18426,16782,9991,9317
2016-05-26,20882,7109,21619,16849,10049,10008
2016-05-27,18741,6505,20858,16779,10376,9955
2016-05-28,18202,6969,17242,16671,10341,9770
2016-05-29,21148,9514,16782,17238,11526,9099
2016-05-30,21599,10177,17996,18345,10957,9147
2016-05-31,21393,7835,17213,15826,10491,9163
2016-06-01,25766,7047,16992,14528,11847,9846
2016-06-02,25290,6726,17123,14559,10496,8930
2016-06-03,22940,6942,16099,15560,11229,8702
2016-06-04,22296,7249,16569,14633,11588,9005
2016-06-05,22481,7498,17076,17005,13694,8907
2016-06-06,20262,7421,17648,15739,10959,9765
2016-06-07,19522,7550,17287,16225,10260,7618
2016-06-08,19503,7186,16951,17385,14034,7937
2016-06-09,18422,7160,19059,19970,12984,8141
2016-06-10,18721,8282,16934,20978,12438,8213
2016-06-11,19078,7080,16197,18888,16389,9487
2016-06-12,18830,7352,21945,17563,12291,9030
2016-06-13,18764,6878,16277,16288,9234,12406
2016-06-14,17774,10481,15133,15725,10718,27987
2016-06-15,17743,9034,15136,16108,9164,13506
2016-06-16,18627,7615,15578,15905,8930,11001
2016-06-17,16815,7680,16741,16263,9697,9829
2016-06-18,17145,8351,18186,17562,10393,9843
2016-06-19,20102,7808,17924,18009,10519,11327
2016-06-20,18470,7642,16708,17534,8559,11853
2016-06-21,31807,7230,19421,15951,8920,8728
2016-06-22,43074,6787,18750,15815,9041,8229
2016-06-23,37589,7256,18324,15491,9203,8260
2016-06-24,30028,6951,16543,14272,9437,8248
2016-06-25,51051,7209,17381,15133,10500,8618
2016-06-26,36870,8342,19437,15301,10482,8808
2016-06-27,23119,8735,18435,14165,8591,9435
2016-06-28,19946,10707,17681,14374,8091,10684
2016-06-29,20154,10407,16803,14621,10812,10054
2016-06-30,20661,8223,17813,14385,9897,9514
2016-07-01,20704,7576,18304,14954,9983,8466
2016-07-02,19074,8596,16626,13953,9628,7989
2016-07-03,18436,9066,16557,13889,10483,7913
2016-07-04,18423,8784,16064,14356,11056,8389
2016-07-05,18161,8190,17581,14114,8801,8102
2016-07-06,17533,7340,16642,14853,10317,8131
2016-07-07,17187,7458,18172,14601,8536,7566
2016-07-08,17947,6774,18678,14884,8700,8974
2016-07-09,18536,7189,20856,13818,9847,7761
2016-07-10,17758,7854,24830,13569,10071,7628
2016-07-11,16657,7882,18642,14318,8984,9061
2016-07-12,15859,10161,16166,13815,9079,9591
2016-07-13,15088,8564,15848,12962,9377,8502
2016-07-14,18373,8533,15602,13009,8951,7726
2016-07-15,15565,7863,15655,12964,8775,7937
2016-07-16,18288,8786,16327,13598,9444,7403
2016-07-17,19860,9824,20039,13758,9991,7900
2016-07-18,19270,9971,18993,13322,8659,9525
2016-07-19,16840,20215,17306,13567,39688,10857
2016-07-20,16178,24490,16698,13315,23987,8520
2016-07-21,16215,12577,16917,13112,13340,10112
2016-07-22,15853,9204,17709,14846,14870,8968
2016-07-23,17823,8555,18044,14384,14585,8925
2016-07-24,25955,9188,17951,14142,12939,8811
2016-07-25,17303,9051,16508,15201,12543,8753
2016-07-26,17407,8318,16852,14400,10756,7847
2016-07-27,16613,7922,17304,13454,10193,7572
2016-07-28,16106,8535,17498,14175,9762,7727
2016-07-29,17388,9561,18136,14988,10103,8049
2016-07-30,16385,8674,19278,15056,11211,8300
2016-07-31,16727,8151,24718,14343,11202,10231
2016-08-01,15833,8808,21181,15278,9983,11023
2016-08-02,16229,7880,19030,14409,9419,8347
2016-08-03,16579,8484,22685,13157,9522,7664
2016-08-04,17315,8649,35995,13034,10943,8166
2016-08-05,16646,7686,36173,13649,11730,10475
2016-08-06,15910,7330,34329,14344,11819,8970
2016-08-07,18009,8002,33053,15172,10986,7526
2016-08-08,16368,7604,32736,14885,9578,7713
2016-08-09,15138,8563,24574,14336,9981,7906
2016-08-10,15128,7733,21973,12927,9298,7674
2016-08-11,16391,7862,22544,13035,10046,8012
