Date,"Michael Jackson","Lady Gaga","Eminem","Justin Bieber","Freddie Mercury","Lil Wayne"
2018-11-16,21216,34629,15980,17799,236590,8759
2018-11-17,24300,47137,16476,58062,323934,8943
2018-11-18,24538,51327,16924,41363,326451,9100
2018-11-19,21581,37849,15617,26654,239813,8052
2018-11-20,21097,32260,15423,20637,191499,8052
2018-11-21,21664,31228,15832,16810,195878,8203
2018-11-22,23111,32037,15964,17406,204244,7518
2018-11-23,22323,32016,15097,28211,222103,7026
2018-11-24,22995,44598,16344,36964,322729,7402
2018-11-25,24628,41786,24208,34641,295304,7685
2018-11-26,23055,29205,17019,26224,191578,7169
2018-11-27,23195,24678,15944,23884,147249,7577
2018-11-28,21769,24942,16424,18986,141956,7538
2018-11-29,25346,24285,17022,18754,122568,8879
2018-11-30,25098,25048,20415,19290,129199,9828
2018-12-01,23888,31589,21339,19601,164849,8817
2018-12-02,24793,31769,23532,18168,186031,8402
2018-12-03,23591,24374,24177,16827,130872,7964
2018-12-04,21565,20959,21625,16487,100030,7728
2018-12-05,21021,22797,20366,16680,98863,7621
2018-12-06,21195,27245,20941,17005,92105,7517
2018-12-07,20790,27892,21906,16888,94564,7697
2018-12-08,23664,32217,25365,24444,123553,8013
2018-12-09,24126,37061,24936,26187,142776,8343
2018-12-10,23891,29268,20762,20704,98728,7689
2018-12-11,21219,23944,19500,18045,82871,12003
2018-12-12,22362,21077,19677,16917,84768,11532
2018-12-13,22397,20042,20974,17818,77502,8132
2018-12-14,23907,19755,19485,17613,77650,7760
2018-12-15,24252,26658,19208,16569,94285,7572
2018-12-16,24906,26005,18802,19337,103679,7805
2018-12-17,23978,20165,17357,21292,90081,7254
2018-12-18,23064,18340,17599,20981,68793,8343
2018-12-19,22379,21279,16842,17420,67666,7691
2018-12-20,24132,17123,17818,16184,61429,7259
2018-12-21,22332,17487,15724,16182,60482,6888
2018-12-22,23944,19557,16717,15238,82766,6696
2018-12-23,25036,21500,16654,21042,88284,6659
2018-12-24,26113,18959,15535,18191,76444,6783
2018-12-25,27898,20693,14140,16208,97259,6347
2018-12-26,22735,22409,15633,16203,85051,6501
2018-12-27,22921,23727,16828,57285,79350,7008
2018-12-28,24602,24456,17536,20074,73834,7718
2018-12-29,24564,35287,17764,16787,77146,7380
2018-12-30,24777,33084,20609,16972,82627,8861
2018-12-31,24185,30362,17427,19494,103809,7534
2019-01-01,26005,34200,17784,20541,85891,7634
2019-01-02,22101,28528,17141,21815,68299,7719
2019-01-03,29991,35600,16419,18419,57449,7721
2019-01-04,23276,30280,28198,17989,58134,7537
2019-01-05,25300,32733,25843,17170,73924,8127
2019-01-06,25542,39444,21642,17349,79027,16593
2019-01-07,22362,134076,18114,17006,265255,8579
2019-01-08,23115,50978,17199,15016,104791,57550
2019-01-09,22915,35954,20207,14612,86239,10575
2019-01-10,29777,51511,20283,14272,78875,8299
2019-01-11,28090,38283,20167,16443,77142,7821
2019-01-12,25022,35051,23254,17168,107591,7720
2019-01-13,24757,32908,22440,19418,102375,7318
2019-01-14,22254,46841,18516,19106,98096,7043
2019-01-15,22581,32570,17760,15567,99685,6702
2019-01-16,28549,32201,17113,16724,111898,6819
2019-01-17,28530,31480,18953,16476,96034,7694
2019-01-18,24087,31943,18423,16203,119912,7595
2019-01-19,27340,41777,19012,14998,168512,7202
2019-01-20,25587,48187,17950,18867,166449,7020
2019-01-21,23347,40228,17001,15686,105935,6456
2019-01-22,21777,47710,17941,14806,107952,6575
2019-01-23,21969,41321,16597,15274,143207,7751
2019-01-24,23661,32796,16773,17272,132651,7905
2019-01-25,32792,31592,17708,15711,137445,7651
2019-01-26,47962,50461,17457,14986,223611,7436
2019-01-27,38961,81150,18388,16792,259265,7368
2019-01-28,33820,88077,15856,14268,177257,6794
2019-01-29,31373,53017,15975,13504,121425,6443
2019-01-30,28807,42954,16260,13828,111083,6124
2019-01-31,29363,39033,17171,14593,109467,6417
2019-02-01,25711,35812,17219,14684,118276,6356
2019-02-02,26741,44659,16196,14506,185001,6722
2019-02-03,28120,48600,17333,14536,209842,7154
2019-02-04,29823,36629,15126,15050,115332,7631
2019-02-05,32420,31907,15615,15012,100171,6456
2019-02-06,26989,28758,15002,13123,89260,6050
2019-02-07,26369,30024,15939,57174,90398,6485
2019-02-08,27002,33138,16719,73043,98446,6452
2019-02-09,27000,43360,16318,45939,153709,6497
2019-02-10,27680,55300,17430,39006,181863,6657
2019-02-11,31387,227844,20246,29244,122873,8049
2019-02-12,38186,57393,17324,23063,122564,7562
2019-02-13,29924,40176,17347,21372,181889,6759
2019-02-14,34685,39665,24873,19750,169726,7111
2019-02-15,28867,43579,22375,18158,232171,6550
2019-02-16,28226,53111,21767,17335,418362,6765
2019-02-17,27703,56712,20478,17379,500230,6862
2019-02-18,28072,42623,19244,15791,348219,6492
2019-02-19,26119,44400,17389,14023,207671,6264
2019-02-20,29338,79854,19793,13401,156521,6374
2019-02-21,28749,59253,24414,12570,143501,7487
2019-02-22,32052,56477,26601,12664,163458,8258
2019-02-23,28388,97746,27441,12946,317594,7492
2019-02-24,45970,136612,27269,15033,442949,7577
2019-02-25,31687,676883,23019,13798,843544,6483
2019-02-26,27074,323672,19680,15846,336538,6217
2019-02-27,28643,202001,20817,14254,224979,5847
2019-02-28,39157,210206,20728,17069,189546,7331
2019-03-01,38467,165539,20193,41760,193569,6928
2019-03-02,37722,160652,22180,30442,333388,7076
2019-03-03,44391,167978,20167,20173,404764,6828
2019-03-04,114956,103015,18627,16633,245228,8243
2019-03-05,126526,65676,16613,14730,141992,8757
2019-03-06,146264,54769,15776,16209,120312,7799
2019-03-07,186600,45226,16473,15659,118758,6762
2019-03-08,186773,45149,16848,14842,135728,6217
2019-03-09,183318,64915,17843,15158,230869,6546
2019-03-10,173520,69678,18918,18852,262701,6346
2019-03-11,142286,46551,16437,23362,145710,6150
2019-03-12,105819,34714,15789,17608,98662,6371
2019-03-13,89007,38559,17132,15533,85525,5754
2019-03-14,81365,34047,15710,14151,83244,6103
2019-03-15,77308,31567,15078,13485,93805,5878
2019-03-16,75511,41990,15588,15336,154519,5685
2019-03-17,89094,47243,17303,15719,175104,6016
2019-03-18,65361,34742,16019,16643,105666,5772
2019-03-19,54691,28002,16101,14248,81737,6058
2019-03-20,47141,26010,15215,14068,67458,6012
2019-03-21,42610,25992,16377,13615,68114,5653
2019-03-22,37680,28088,15926,13970,79664,5628
2019-03-23,44004,35532,16552,14785,131162,6133
2019-03-24,47810,39163,17632,14017,143773,6231
2019-03-25,38183,27974,17507,16891,88601,6043
2019-03-26,33800,24304,20177,40819,65552,5713
2019-03-27,31926,24473,18549,33730,61359,5710
2019-03-28,28843,41592,16421,20360,59641,6435
2019-03-29,28344,33528,15906,14871,65717,7599
2019-03-30,28297,32198,17548,14138,102464,6630
2019-03-31,31269,34191,18187,14009,116188,7114
2019-04-01,28202,24524,16666,24538,68025,123497
2019-04-02,27101,20033,15938,34786,52528,54327
2019-04-03,26454,19580,16134,20970,49470,53462
2019-04-04,24369,19125,15998,16148,48610,25846
2019-04-05,23618,21318,15997,13526,58353,18398
2019-04-06,25919,28260,16087,13022,89978,15947
2019-04-07,25979,29441,16253,13643,91421,18631
2019-04-08,23247,22846,14936,12670,58740,14406
2019-04-09,21351,17987,14837,13438,46032,11661
2019-04-10,20650,16649,15067,12389,46497,11907
2019-04-11,21342,21543,17087,11012,44921,25295
2019-04-12,21067,17985,15342,12027,51965,48622
2019-04-13,21766,23591,15286,12446,76687,24866
2019-04-14,23539,26770,15727,13670,82597,15156
2019-04-15,20842,19900,13130,13102,49889,10437
2019-04-16,19821,16988,13080,12147,42970,9827
2019-04-17,20043,17119,13147,11694,38282,8807
2019-04-18,21236,17146,13660,12120,42087,8403
2019-04-19,21529,19862,14085,13557,55981,8932
2019-04-20,21768,22734,17840,14358,92922,8232
2019-04-21,23150,24749,19960,18161,82911,7829
2019-04-22,23257,19681,16394,18625,55262,7533
2019-04-23,20282,15981,14632,16980,40017,7451
2019-04-24,18697,15644,14129,18060,36089,7250
2019-04-25,17692,16485,14219,12626,39026,7154
2019-04-26,17917,16665,14351,11978,43027,6712
2019-04-27,18734,20932,15452,12344,63832,6621
2019-04-28,21390,22946,16322,11767,74019,6641
2019-04-29,18399,16308,13239,11326,60929,6135
2019-04-30,19648,14259,13004,11061,142456,6385
2019-05-01,20306,14263,13480,11880,44579,6588
2019-05-02,19802,15141,15121,13127,39765,6745
2019-05-03,17812,15222,17849,13073,41453,6224
2019-05-04,22871,18556,16090,13147,56119,6131
2019-05-05,20713,19752,15140,14312,62053,5633
2019-05-06,17908,17607,14783,12091,39553,8074
2019-05-07,16616,35744,13261,18339,30405,9326
2019-05-08,17349,26433,13572,15500,29082,7564
2019-05-09,17363,21775,13165,13902,29147,6857
2019-05-10,17683,19523,13839,17725,34797,6479
2019-05-11,19731,23817,14001,15752,49087,6591
2019-05-12,23929,21936,13729,15016,58008,7017
2019-05-13,23238,15973,12555,13201,35881,6673
2019-05-14,22452,14636,13013,12473,29994,6710
2019-05-15,19466,13469,13247,12149,26953,6497
2019-05-16,20409,13557,13914,12205,27769,6397
2019-05-17,20174,14347,13674,14277,32638,7029
2019-05-18,19070,17950,13202,15511,57197,7311
2019-05-19,19534,18230,14535,16010,55558,8845
2019-05-20,18520,14353,12522,18330,36879,6619
2019-05-21,18252,13090,12301,17336,30230,6502
2019-05-22,17982,14202,12596,15550,27722,6385
2019-05-23,18391,12950,13635,12657,27732,5945
2019-05-24,22644,13257,13296,12185,33687,5927
2019-05-25,18386,15874,13054,12020,50080,5937
2019-05-26,19322,18097,13163,12956,55439,5997
2019-05-27,20363,17237,13180,13412,53142,6315
2019-05-28,18606,14434,12517,11914,39723,6547
2019-05-29,18500,12316,13215,11190,33669,6041
2019-05-30,18730,12743,13328,11232,36067,6003
2019-05-31,18105,13707,13243,12181,42164,6459
2019-06-01,17369,15263,33870,11551,48964,6167
2019-06-02,19174,17366,61661,12363,76289,6275
2019-06-03,18323,14676,25084,11290,43661,5891
2019-06-04,17453,13840,18069,10797,32751,6928
2019-06-05,17742,12622,14266,10049,31277,6194
2019-06-06,16901,13027,12999,10649,31919,6217
2019-06-07,18755,34059,13871,10610,37348,5940
2019-06-08,18470,26497,14278,11334,45419,5972
2019-06-09,19491,66485,13724,11553,60725,6595
2019-06-10,18156,42191,13728,25375,45212,6718
2019-06-11,17578,28939,13005,21661,32197,6246
2019-06-12,17920,31612,12962,16048,32715,5989
2019-06-13,18034,25881,12967,14252,30918,5910
2019-06-14,18380,29744,12959,13218,30592,5538
2019-06-15,18656,29436,13290,12610,48294,6260
2019-06-16,26621,29194,13879,12227,52057,6338
2019-06-17,20602,21714,12925,11609,35412,6129
2019-06-18,18303,19039,12525,11721,32510,5788
2019-06-19,18240,19678,13544,11437,29468,5582
2019-06-20,18715,21404,14343,11885,44511,5978
2019-06-21,20938,18517,13301,12503,43530,5874
2019-06-22,23202,24295,14441,13287,48714,5918
2019-06-23,25097,28233,14080,13219,51395,6518
2019-06-24,31536,22326,12872,11920,42316,8423
2019-06-25,97056,23247,12834,11828,30422,7377
2019-06-26,57732,19978,25706,11923,28247,6411
2019-06-27,25765,15820,22222,11367,26607,6268
2019-06-28,22380,19455,16939,11032,30863,6352
2019-06-29,29776,24737,18921,12178,44376,7072
2019-06-30,24418,25284,16217,15372,48686,7102
2019-07-01,19689,20536,16096,21082,33160,6434
2019-07-02,18709,18410,14726,14955,26625,7462
2019-07-03,20227,17262,14427,13533,25550,8146
2019-07-04,20669,21183,14489,12685,29488,7493
2019-07-05,20142,20112,15032,12457,35268,6375
2019-07-06,20108,25168,14799,12530,45369,7200
2019-07-07,21803,26074,14848,14541,382656,7533
2019-07-08,20004,17962,14882,16874,185888,7858
2019-07-09,18181,17351,14165,14846,84794,7485
2019-07-10,18015,17021,13505,14316,101527,7028
2019-07-11,17250,14723,13637,14596,78560,6479
2019-07-12,17707,26038,17221,16970,127416,11896
2019-07-13,18735,37145,17232,14985,125739,8944
2019-07-14,18840,33260,16701,13701,145357,7548
2019-07-15,17322,23614,14719,12427,81748,7040
2019-07-16,16700,20546,14482,13976,88521,6799
2019-07-17,16736,20220,14445,14407,52096,6874
2019-07-18,16223,20928,14549,12366,62093,6487
2019-07-19,16388,21591,15021,12007,56251,6246
2019-07-20,16888,24333,16096,14435,133013,6098
2019-07-21,21695,26169,16065,14479,104497,6147
2019-07-22,16223,18380,14700,12215,72082,6042
2019-07-23,16169,15466,13594,11673,62664,5977
2019-07-24,15258,14568,14211,12392,52651,6017
2019-07-25,15525,14530,14556,12323,50182,5866
2019-07-26,15894,20178,15479,11375,67131,6842
2019-07-27,18794,22936,14850,11547,92493,6993
2019-07-28,18607,21194,14777,11849,92574,7794
2019-07-29,17665,15921,14352,10697,54213,7407
2019-07-30,15419,15810,13946,10075,48373,5975
2019-07-31,14992,17123,13534,9532,47674,5916
2019-08-01,15083,15827,13322,11104,41155,6089
2019-08-02,15552,14929,13408,10244,39455,6362
2019-08-03,15030,19103,13717,9912,66300,6378
2019-08-04,15549,19606,13262,10263,81063,7751
2019-08-05,14880,16727,12664,9657,47942,6187
2019-08-06,14835,15260,14467,9521,46375,6101
2019-08-07,14840,14111,16879,9114,43240,5709
2019-08-08,15273,14153,14161,9972,36277,7864
2019-08-09,14854,16526,12882,9698,40443,8133
2019-08-10,16195,21704,13971,9981,75230,7516
2019-08-11,16869,22014,13213,11089,72662,6284
2019-08-12,15987,18164,12745,10698,45581,6232
2019-08-13,15298,16360,13045,9931,40913,6191
2019-08-14,15126,13554,13053,9510,33895,5764
2019-08-15,15124,12771,12924,9580,39913,6619
2019-08-16,15688,16498,15641,10774,48527,6804
2019-08-17,16804,18639,17067,10921,64468,6566
2019-08-18,17500,21581,19236,11933,80163,6171
2019-08-19,16489,16560,15212,10539,53118,5607
2019-08-20,16072,14460,15514,10220,64932,5876
2019-08-21,15515,12973,15211,9685,36263,5801
2019-08-22,17036,13334,16394,11201,31782,6768
2019-08-23,17272,15430,16036,11021,34934,7123
2019-08-24,16660,17515,14899,10813,77547,6238
2019-08-25,17828,17731,15804,11245,76522,5982
2019-08-26,18545,16235,14337,10660,59717,5777
2019-08-27,19199,13640,14210,11189,40588,5952
2019-08-28,20641,12360,14500,11849,44785,6481
2019-08-29,54315,15220,14795,11720,36405,7112
2019-08-30,32715,15255,14816,16353,46035,6559
2019-08-31,23034,21727,14378,16092,52665,6606
2019-09-01,21278,27847,13859,15345,54710,6828
2019-09-02,20245,15674,15262,14389,56837,6660
2019-09-03,18402,13973,13232,34985,39974,6084
2019-09-04,17014,12538,13099,21734,45574,5618
2019-09-05,16754,14132,13280,14522,75686,6109
2019-09-06,17127,13385,13396,13961,70624,6145
2019-09-07,18304,15627,14118,12813,57331,5887
2019-09-08,18503,18423,14485,12678,49300,6445
2019-09-09,16563,14794,13022,11228,32869,6983
2019-09-10,16500,11296,13489,11006,26377,6619
2019-09-11,16577,11069,13232,10546,25283,5924
2019-09-12,16423,11740,14121,9975,28003,6145
2019-09-13,17187,13157,14578,10295,29238,6065
2019-09-14,17521,14300,14131,10919,38901,6861
2019-09-15,19311,13942,14187,12751,44049,7190
2019-09-16,18327,12908,13582,14038,43994,5955
2019-09-17,18622,13124,13714,11544,25715,5589
2019-09-18,18717,11993,13438,11393,30320,5630
2019-09-19,19025,12080,13495,10655,31811,6238
2019-09-20,17938,12179,13469,9754,79325,6058
2019-09-21,18405,15512,14123,10916,93741,6824
2019-09-22,20298,14036,14671,11901,90572,7284
2019-09-23,17841,11794,13303,9769,50381,6482
2019-09-24,16785,10762,14468,9514,38777,6522
2019-09-25,17051,12064,15427,12133,40601,7703
2019-09-26,17349,13983,15075,13603,37588,8547
2019-09-27,17612,12519,16059,17609,45678,20960
2019-09-28,17394,15286,15234,23057,66647,10190
2019-09-29,17748,15357,14578,17129,76233,10367
2019-09-30,16348,13251,13331,27631,34609,8109
2019-10-01,15736,13108,13098,56333,28218,7380
2019-10-02,16355,13334,12929,43375,30272,7296
2019-10-03,16991,13336,13096,25129,28810,6497
2019-10-04,16652,14636,15111,23626,38306,8146
2019-10-05,17334,18123,13131,33883,43639,6615
2019-10-06,18095,17442,12554,24090,50282,6448
2019-10-07,16835,14227,12081,21910,28927,5540
2019-10-08,16373,13487,11603,38821,24690,5745
2019-10-09,16404,11848,12188,26056,26694,6227
2019-10-10,16362,12263,12779,18995,28512,5928
2019-10-11,16001,12402,12366,15894,32970,6659
2019-10-12,16811,16157,13219,16682,41228,6407
2019-10-13,18045,16038,12958,17487,50742,5622
2019-10-14,17974,12964,12321,13662,31397,5463
2019-10-15,17601,12273,12613,13511,25599,5314
2019-10-16,16772,13419,13669,19046,24915,5599
2019-10-17,16402,13779,28885,13605,25815,9142
2019-10-18,16300,25793,19604,14077,31325,10040
2019-10-19,17532,27255,16601,16403,53927,6279
2019-10-20,18896,20579,15041,16404,43949,5883
2019-10-21,16673,16940,13917,14140,29858,5540
2019-10-22,16879,13535,13537,14791,27841,5521
2019-10-23,17309,13580,14175,26018,26105,5625
2019-10-24,17775,13986,14246,29751,26867,5572
2019-10-25,16255,14703,17045,24011,31722,5595
2019-10-26,16777,15586,14940,21768,52724,5221
2019-10-27,18023,18436,15250,20891,44440,5556
2019-10-28,17937,13732,12791,23926,35767,5498
2019-10-29,18198,13031,13532,17586,28384,5989
2019-10-30,19466,11457,17673,15247,24924,6136
2019-10-31,20541,12390,14572,13610,28564,5310
2019-11-01,19482,14309,13321,12599,29039,5165
2019-11-02,19247,16346,14289,12892,35403,8083
2019-11-03,20042,18430,15540,13184,35850,6640
2019-11-04,18673,13571,14089,11887,23977,6502
2019-11-05,18531,10973,14319,12231,21466,7528
2019-11-06,18421,12824,14495,11870,22800,6167
2019-11-07,19262,16435,13847,11290,23254,5645
2019-11-08,18152,12584,12975,10851,24214,5406
2019-11-09,18302,14567,13006,10722,38394,5390
2019-11-10,18659,14226,12937,13319,40584,5502
2019-11-11,18518,13446,13255,12596,25948,5866
2019-11-12,18526,12213,12503,13357,21137,6276
2019-11-13,18543,10335,12318,12157,26863,6186
2019-11-14,19505,10319,12518,10670,20350,6283
2019-11-15,21266,10930,11960,10710,23235,6002
2019-11-16,26795,13319,12594,10898,33807,6113
2019-11-17,22874,13059,12014,11037,47655,5519
2019-11-18,20216,10746,11603,10461,24430,5135
2019-11-19,18180,9488,11555,9798,21062,5239
2019-11-20,17699,10739,12836,9597,19499,5639
2019-11-21,17666,10972,13267,10191,34251,6888
2019-11-22,17259,10412,12377,11263,22744,6450
2019-11-23,18032,11820,11438,14213,40684,5836
2019-11-24,19613,12396,13181,11990,83726,5385
2019-11-25,19245,11055,11795,13186,40529,5175
2019-11-26,18054,10404,11070,11975,37006,4823
2019-11-27,17582,9861,11189,11415,23809,4831
2019-11-28,17970,9804,11781,10450,38850,5183
2019-11-29,17962,10008,12326,10124,40976,5252
2019-11-30,18789,10769,12220,10766,42741,5138
2019-12-01,19207,11900,12341,11058,60854,6366
2019-12-02,17123,9926,11201,9635,31204,6155
2019-12-03,17126,9133,12048,9915,23420,6594
2019-12-04,16969,10370,12555,11282,21539,5860
2019-12-05,16791,13360,12305,10020,24814,6527
2019-12-06,17267,11334,13367,9845,21852,6035
2019-12-07,17261,11152,13737,10104,27879,6055
2019-12-08,18475,14274,15061,10081,35155,7831
2019-12-09,17916,10758,16932,9087,21501,7749
2019-12-10,17297,11179,28796,9429,18616,6799
2019-12-11,17381,9244,28450,9284,20718,7616
2019-12-12,16755,8571,22776,10320,18057,6347
2019-12-13,16504,9176,21572,9388,22631,6398
2019-12-14,17348,10550,18146,9914,29434,5836
2019-12-15,17664,11291,17175,10296,51131,5338
2019-12-16,16965,11046,16140,10592,25480,6384
2019-12-17,18439,10027,15410,11168,19390,5754
2019-12-18,17724,10543,14599,11362,23586,5708
2019-12-19,16633,9583,14873,9698,36076,4880
2019-12-20,15967,9976,15662,10481,26439,5697
2019-12-21,16367,11540,14477,11718,39901,4878
2019-12-22,17037,12566,13233,10926,34294,5264
2019-12-23,16438,11044,12888,12043,27236,5410
2019-12-24,17746,10296,12660,16876,32124,9586
2019-12-25,21576,11773,11826,16855,49786,7393
2019-12-26,19100,12293,13537,19453,66364,7971
2019-12-27,19088,12732,14265,14897,33449,6832
2019-12-28,19614,18288,14147,14000,35888,6488
2019-12-29,19856,14775,12739,13706,47752,6367
2019-12-30,19025,13510,12687,15319,31510,6176
2019-12-31,19619,15268,12717,17196,57970,7052
